id,Country,mining&extraction,exporter id,exporter,importer id,importer,1st post-trade,id,Country,refining&processing,exporter id,exporter,importer id,importer,2nd post-trade,id,Country,manufacturing
36.0,Australia,2800000.0,36.0,Australia,156.0,China,643584.12,156.0,China,189850.0,156.0,China,156.0,China,138794.5135254381,156.0,China,12053.31498
76.0,Brazil,590000.0,36.0,Australia,392.0,Japan,19197.9,170.0,Colombia,3250.0,156.0,China,392.0,Japan,1255.6467,392.0,Japan,3455.75270754
156.0,China,770000.0,36.0,Australia,993.0,TTCR,2137217.98,300.0,Greece,14085.0,156.0,China,410.0,Rep. of Korea,2833.7175684000003,410.0,Rep. of Korea,5759.5878459
384.0,Côte d'Ivoire,360000.0,76.0,Brazil,156.0,China,191582.367,356.0,India (...1974),542.0,156.0,China,998.0,NCPC,46966.122206162,,,
266.0,Gabon,4600000.0,76.0,Brazil,170.0,Colombia,5346.72,392.0,Japan,17877.0,156.0,China,999.0,NBCP,131596.04526965803,,,
288.0,Ghana,820000.0,76.0,Brazil,392.0,Japan,18.6,724.0,Spain,8126.0,170.0,Colombia,392.0,Japan,126.4,,,
356.0,India (...1974),800000.0,76.0,Brazil,724.0,Spain,1573.245,842.0,USA,31690.0,170.0,Colombia,998.0,NCPC,3754.7732715999996,,,
458.0,Malaysia,410000.0,76.0,Brazil,842.0,USA,8.441699999999999,,,,300.0,Greece,998.0,NCPC,14085.0,,,
710.0,South Africa,7400000.0,76.0,Brazil,993.0,TTCR,391470.62630000006,,,,356.0,India (...1974),998.0,NCPC,542.0,,,
,,,156.0,China,156.0,China,754564.0686520999,,,,392.0,Japan,156.0,China,1567.484880688,,,
,,,156.0,China,392.0,Japan,36.0,,,,392.0,Japan,392.0,Japan,706.4174421539993,,,
,,,156.0,China,724.0,Spain,0.18,,,,392.0,Japan,410.0,Rep. of Korea,2866.0828029720005,,,
,,,156.0,China,842.0,USA,0.6,,,,392.0,Japan,998.0,NCPC,12737.014874186,,,
,,,156.0,China,993.0,TTCR,15399.1513479,,,,392.0,Japan,999.0,NBCP,427.3335816939989,,,
,,,156.0,China,997.0,NTRM,9347663.638115503,,,,410.0,Rep. of Korea,999.0,NBCP,286.2017712420011,,,
,,,170.0,Colombia,997.0,NTRM,2210.307038,,,,724.0,Spain,156.0,China,0.15345056,,,
,,,266.0,Gabon,156.0,China,1248460.71,,,,724.0,Spain,410.0,Rep. of Korea,0.019296,,,
,,,266.0,Gabon,300.0,Greece,6294.0,,,,724.0,Spain,998.0,NCPC,9942.654926952,,,
,,,266.0,Gabon,392.0,Japan,69141.59999999999,,,,842.0,USA,156.0,China,242.787713734,,,
,,,266.0,Gabon,724.0,Spain,21291.09,,,,842.0,USA,392.0,Japan,0.24969908000000002,,,
,,,266.0,Gabon,842.0,USA,60328.73999999999,,,,842.0,USA,410.0,Rep. of Korea,79.14150552000001,,,
,,,266.0,Gabon,993.0,TTCR,3194483.8600000003,,,,842.0,USA,998.0,NCPC,31367.821081666018,,,
,,,288.0,Ghana,156.0,China,1393590.9,,,,992.0,TFCR,156.0,China,3044.420679238,,,
,,,288.0,Ghana,724.0,Spain,3103.17,,,,992.0,TFCR,392.0,Japan,1794.372448,,,
,,,288.0,Ghana,993.0,TTCR,37458.21,,,,992.0,TFCR,410.0,Rep. of Korea,266.82844425,,,
,,,356.0,India (...1974),356.0,India (...1974),800000.0,,,,,,,,,,,
,,,356.0,India (...1974),997.0,NTRM,799458.0,,,,,,,,,,,
,,,384.0,Côte d'Ivoire,156.0,China,147038.78999999998,,,,,,,,,,,
,,,384.0,Côte d'Ivoire,993.0,TTCR,212961.21000000005,,,,,,,,,,,
,,,392.0,Japan,997.0,NTRM,249895.79999999993,,,,,,,,,,,
,,,458.0,Malaysia,156.0,China,64075.78799999999,,,,,,,,,,,
,,,458.0,Malaysia,993.0,TTCR,345924.212,,,,,,,,,,,
,,,710.0,South Africa,156.0,China,4775910.0,,,,,,,,,,,
,,,710.0,South Africa,392.0,Japan,178587.0,,,,,,,,,,,
,,,710.0,South Africa,724.0,Spain,23539.5994695,,,,,,,,,,,
,,,710.0,South Africa,842.0,USA,23858.9607,,,,,,,,,,,
,,,710.0,South Africa,993.0,TTCR,2398104.4398305,,,,,,,,,,,
,,,724.0,Spain,997.0,NTRM,46483.430750499996,,,,,,,,,,,
,,,842.0,USA,997.0,NTRM,67004.44129999999,,,,,,,,,,,
,,,991.0,TFCM,156.0,China,318706.8944634,,,,,,,,,,,
,,,991.0,TFCM,170.0,Colombia,113.587038,,,,,,,,,,,
,,,991.0,TFCM,300.0,Greece,58.244099999999996,,,,,,,,,,,
,,,991.0,TFCM,392.0,Japan,791.7,,,,,,,,,,,
,,,991.0,TFCM,724.0,Spain,5102.146280999999,,,,,,,,,,,
,,,991.0,TFCM,842.0,USA,14497.6989,,,,,,,,,,,
,,,991.0,TFCM,993.0,TTCR,53423.1757965,,,,,,,,,,,
,,,994.0,UARP,170.0,Colombia,631.1732715999998,,,,,,,,,,,
,,,994.0,UARP,724.0,Spain,1816.8276735120012,,,,,,,,,,,
,,,995.0,URMS,300.0,Greece,7732.755899999999,,,,,,,,,,,
